mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
-1.1953410958362662,-0.4794835959192023,-1.1827353808081014,-1.0063090575221008,0.8744885079564899,-0.6255200403448283,-0.897304722686489,-0.7646662500073681,0.4334393725113847,-0.029405797271026223,-0.6754492165915628,0.258189622719633,-0.6459447960219754,-0.5874708963690355,0.9455037821822669,-0.743379772234046,-0.7863317850038495,-0.7181755640217871,0.18694321502647246,-0.5157167674142469,-1.2085185012309707,-0.4185259596489852,-1.189453568118965,-0.9538567154858383,0.37088014893587506,-0.8269327020348067,-1.0098178760313332,-0.9117747305751728,0.0983219583316375,-0.5829980598131332
-1.4827437761144855,-0.8980865390736671,-1.4399020690457887,-1.1630082162905535,-1.0057906755706338,-0.5373629941733277,-0.5288037022000355,-0.6534237214047212,0.4184083207608665,0.4443594347655278,0.4901539857634062,-0.020404043132858443,0.6954299674812258,-0.20563394377576688,1.3668029697925714,0.192732993584621,-0.0091777484167298,0.5190764979253889,0.949395591843397,0.13452955914813491,-1.3009668295582073,-1.3272449681333685,-1.2439779996092792,-1.0065713999401078,-1.3894126353526772,-0.8263205106112024,-0.8596038560577309,-1.0367593285405154,-0.7719767737548809,-0.5560165063176723
-0.6671882745634659,-0.4982972113418745,-0.6933696439674537,-0.6465347021879143,0.06648251303301231,-0.8319134681841137,-0.6421503904575888,-0.4309386641994274,-1.1373055354178332,-0.2973087558631259,-0.5626257253648487,-0.8728614220969954,-0.5365935924755187,-0.4691763110558268,-0.03346889654225583,-0.9581751014091656,-0.4066792544054242,-0.008147598563451609,-0.19367495713253477,-0.8217375121712783,-0.6630944229449963,-0.7197860657226121,-0.6671034896426944,-0.6156635202876697,-0.03398719145049153,-0.9536563267209222,-0.5911451567926405,-0.09438151240473559,-0.5555781701009361,-0.732719229209515
-1.1953410958362662,0.02142891470945491,-1.1398742661018202,-0.997955609720106,0.26631195263774415,-0.15919575104708428,-0.3507052326023668,-0.48539304883009377,0.47477476482531217,0.022764778875855526,-0.7954589174505515,0.022758355802034603,-0.6405987371819263,-0.5994500948817655,0.7155460918351064,-0.20610777876115036,-0.06867433305095996,-0.12804591334128754,-0.5438923168187778,-0.09622765662370913,-1.1369184291779857,0.1757631020590987,-1.0346162322845918,-0.9011420310315688,1.0045855512797552,-0.18107075013214186,-0.06856044666142783,-0.2821610354979442,-0.47717287892197036,0.004247516264548583
0.5999177306711683,-0.29605084554814437,0.5724896855132002,0.48463735017185366,0.028109468471235077,0.15729939540124246,0.05856082488899613,0.27022636456877097,0.15912267806441582,-0.08157637341790895,1.0894838690951223,0.23857035047649983,0.8198473368496387,0.7334496539186024,-0.08043453677957291,-0.35248177487097826,-0.05645341296392896,-0.03771156659086315,-0.22042767210856737,-0.1481862350094223,0.7920717473083179,-0.08104879164300942,0.6758242207651567,0.6514478982668168,-0.0735937790969845,-0.22147538409003367,0.004964383437175445,0.08265478253406702,-0.21059488891348702,-0.1713971064902177
0.21690614272524458,1.0891015899461245,0.25207164353420536,0.06782910984473761,1.4754248661881084,0.804288875887362,0.4591270269219943,1.0704465120460862,0.5048368683263497,0.49088994862626034,-0.15804212306777873,0.13851206203652028,-0.19250180531600186,-0.0973933286428851,-0.1037434100825378,-0.14143089675913342,-0.2982989894230698,-0.009790041231641077,-0.1900268596358032,-0.22841639281089132,0.2424359000780497,1.2556900396782213,0.24203868846652354,0.10310832585230333,1.396250695783958,0.5009104957631841,0.10827142319597258,0.6848808114711902,0.6189330917599694,0.22697759511923649
-0.4281660053942058,-0.7028952790634391,-0.4199739899671943,-0.48522674463215415,1.3740621069683174,0.05892672585364543,-0.3787933373679447,-0.42056640046025295,0.46725923895005256,0.43166929462169057,-0.5173526046815177,-0.22640640168575685,-0.6221305339163026,-0.45569971272900556,0.939589590448679,-0.5629653119126301,-0.21468216777496263,-0.04756622260000024,0.9056184218826167,-0.5126603804503813,-0.5451648925047855,-0.7181398356347783,-0.599324500221033,-0.56134602448175,1.097000922454904,-0.5183882245381781,-0.4198974512465263,-0.4846179266330875,0.3586275250458034,-0.4994081489840579
-1.0674785807625893,-0.6958401732799365,-1.0832809495964393,-0.9213343298811201,-0.17968418792933744,-1.0489008758208327,-0.9897717578439665,-1.1283437473621751,0.24930898856752937,-0.14784710528016473,-0.6873064624848161,-0.47753308639786163,-0.7241916572263287,-0.5737803837830584,0.029499850738888157,-1.0408366953363049,-0.717347907144161,-1.0519199141979003,-0.6034779092653956,-0.4645222857695,-1.0337300900428013,-0.6572293223849192,-1.0677526271129594,-0.8589346654381165,-0.20121500595790398,-1.049035750518491,-1.0949298470758557,-1.3970357543946086,-0.3846546353307907,-0.5729461085109028
-0.18626394984941144,2.683555497017625,-0.20816518039926085,-0.252194355948922,-0.3165239128760546,-0.5888194674751477,-0.7651912033687486,-0.4244559993624433,-1.6671501096236223,-0.4086999860145774,-0.21876559446050067,1.4000312672699842,-0.2717206772185461,-0.2323732261702535,-0.4036277203385926,-0.7450817954446254,-0.787586037328571,-0.4552204928446425,-0.5986137792697531,-0.31972595335637266,-0.2334939906270858,2.608891171877792,-0.29748206732990107,-0.2877995538001349,-0.6984977175194205,-0.7204113943276373,-0.9730554609820317,-0.5826687976761166,-1.1451859597667575,-0.42692828959429013
-0.48000216015380437,-0.1808174510842752,-0.5131865112701746,-0.5128795373559988,-0.8725710491674803,-0.7044073541935744,-0.787065125664066,-0.7727047544052283,-0.8141379227816783,-0.3381992074377092,-1.0124824483452497,-0.6199690028830085,-0.9708879724271348,-0.653848490985109,-1.2330061375664751,-0.8579826684130586,-0.6674994173154817,-1.0415725253883064,-0.9792319514287604,-0.9420827488734819,-0.6041296577248911,0.2844142878561446,-0.632762135002386,-0.5754151463462341,-0.6456889339907635,-0.38860364273404074,-0.39756079400138095,-0.4799272213825724,0.08891332339016178,-0.6861628231781317
